Time,Sensor1,Sensor2,Sensor3
51358547,8.848969459533691,-1.4652514457702637,3.734954595565796
51162399,8.734047889709473,-1.5514427423477173,3.8498764038085938
50966499,7.757213592529297,-1.7717092037200928,3.6774938106536865
50770185,8.954314231872559,-1.0630255937576294,3.9169139862060547
50573875,9.528923034667969,-0.9097966551780701,3.801992416381836
50377680,8.762778282165527,-0.5171475410461426,3.5625722408294678
50181542,8.724471092224121,0.047884032130241394,3.7636849880218506
49985515,8.542511940002441,0.2298433631658554,4.050989151000977
49789471,8.992621421813965,-0.3734954595565796,3.907337188720703
49593104,8.983044624328613,-0.9193734526634216,3.4093432426452637
49396857,8.523358345031738,-1.1109095811843872,4.041412353515625
49200695,7.489062786102295,-1.1300631761550903,5.832275390625
49181083,7.469909191131592,-1.1971008777618408,5.669469833374023
49161359,7.805097579956055,-1.3407529592514038,5.95677375793457
49141880,8.149862289428711,-0.8236053586006165,6.052541732788086
49122456,7.65186882019043,-1.1683704853057861,6.224924564361572
49102833,7.5848307609558105,-1.0342950820922852,6.253654956817627
49083065,7.603984832763672,-1.139639973640442,6.301538944244385
49063295,7.671022415161133,-1.3503297567367554,6.349422931671143
49043780,8.034940719604492,-1.6855180263519287,6.57926607131958
49024141,7.95832633972168,-1.2641384601593018,6.789956092834473
49004516,7.843404769897461,-1.1300631761550903,7.058106422424316
48984909,7.623138427734375,-0.9768342971801758,6.780379295349121
48965325,6.847416877746582,-0.8906430602073669,6.952761650085449
48945587,6.933608055114746,-0.9002198576927185,7.316680431365967
48926220,6.358999729156494,-1.1492167711257935,7.249642848968506
48906581,6.129156112670898,-1.3503297567367554,7.412448406219482
48887007,6.1770405769348145,-1.5131354331970215,7.383718013763428
48867357,6.1770405769348145,-1.50355863571167,7.546523571014404
48847747,5.985504150390625,-1.5897499322891235,7.326257228851318
48828004,5.851428985595703,-1.4173674583435059,7.354987621307373
48808344,5.612008571624756,-1.4844050407409668,7.364564418792725
48788737,5.353435039520264,-1.4077905416488647,7.393294811248779
48769161,5.363011837005615,-1.3215993642807007,7.4986395835876465
48749390,5.315127849578857,-1.1204863786697388,7.4316020011901855
48729895,5.094861030578613,-0.9097966551780701,7.556100368499756
48710438,4.721365928649902,-0.6224924325942993,7.795520782470703
48690839,4.434061527252197,-0.22026655077934265,7.785943984985352
48671230,4.280832767486572,0.31603461503982544,7.4986395835876465
48652521,4.213795185089111,0.49799394607543945,7.833827972412109
48632586,4.252102375030518,0.6607996821403503,8.121131896972656
48612811,4.32871675491333,0.9193734526634216,8.293514251708984
48593031,4.424484729766846,1.1204863786697388,8.954314231872559
48573263,4.443638324737549,1.6089035272598267,8.753201484680176
48553487,4.242525577545166,1.139639973640442,8.647856712341309
48533710,4.1180267333984375,0.727837324142456,8.303091049194336
48514037,4.089296340942383,0.3447650372982025,8.015787124633789
48494666,4.3191399574279785,0.47884035110473633,8.101978302001953
48475040,4.098873138427734,0.5746083855628967,8.303091049194336
48455399,3.5051112174987793,0.871489405632019,8.255207061767578
48435833,3.2178070545196533,1.4173674583435059,7.718906402587891
48417926,2.806004285812378,1.6855180263519287,7.967903137207031
48396330,2.5953147411346436,1.4939818382263184,7.814674377441406
48376705,2.3367409706115723,2.049436569213867,7.718906402587891
48356914,2.2601263523101807,2.126051187515259,8.638279914855957
48337284,1.455674648284912,2.0590133666992188,8.686163902282715
48317778,0.9385270476341248,2.346317768096924,9.490615844726563
48298280,0.871489405632019,2.0590133666992188,10.132261276245117
48278397,0.7469909191131592,1.8100165128707886,9.691728591918945
48259051,-0.2106897532939911,1.3982137441635132,10.218452453613281
48239284,-1.1204863786697388,0.47884035110473633,11.41555404663086
48219521,-2.31758713722229,1.3886369466781616,10.821791648864746
48199888,-2.6144683361053467,2.1547815799713135,10.793061256408691
48180265,-1.139639973640442,1.9919757843017578,18.94292449951172
48160642,-2.31758713722229,0.05746084079146385,11.683704376220703
48141026,-2.164358377456665,0.2777273952960968,9.232041358947754
48121529,-2.6815059185028076,0.3256114423274994,7.354987621307373
48102029,-3.667917013168335,0.5554547905921936,6.3973069190979
48082444,-4.3191399574279785,-1.1109095811843872,6.196194171905518
48062520,-5.975927352905273,-1.50355863571167,3.5721490383148193
48042897,-7.4986395835876465,-1.2641384601593018,3.552995204925537
48023364,-8.638279914855957,-0.3256114423274994,3.88818359375
48003732,-8.829815864562988,-0.07661445438861847,3.687070608139038
47984170,-8.686163902282715,-1.0821791887283325,2.892195701599121
47964482,-9.232041358947754,-2.2218191623687744,2.097320795059204
47944759,-10.90798282623291,-2.097320795059204,2.298433542251587
47925252,-11.166556358337402,-1.6089035272598267,2.873042106628418
47905789,-10.429142951965332,-0.8523358106613159,3.0166940689086914
47886005,-9.155426979064941,-1.216254472732544,1.867477297782898
47866408,-8.9064302444458,-2.1164743900299072,1.2258312702178955
47846831,-8.695740699768066,-2.3080103397369385,0.7469909191131592
47827181,-8.178592681884766,-2.63362193107605,-0.5937620401382446
47807576,-7.891288757324219,-3.4955344200134277,-1.7717092037200928
47787953,-7.766790390014648,-5.1810526847839355,-1.5514427423477173
47768197,-7.565677165985107,-5.928043365478516,-0.7565677165985107
47748568,-7.479485988616943,-3.88818359375,-0.26815059781074524
47729077,-7.402871608734131,-2.4803929328918457,3.4093432426452637
47709590,-7.766790390014648,-1.5131354331970215,4.529829502105713
47689980,-8.341399192810059,-0.6224924325942993,3.2082302570343018
47670399,-8.83939266204834,-1.3503297567367554,2.585737943649292
47650598,-9.318233489990234,-2.2026655673980713,1.6663644313812256
47630873,-10.362105369567871,-1.9057846069335938,0.9481038451194763
47611239,-11.118672370910645,-2.0015525817871094,0.9672574996948242
47592228,-11.999738693237305,-2.0398597717285156,0.14365209639072418
47572108,-12.459425926208496,-2.2218191623687744,0.15322890877723694
47552534,-12.78503704071045,-2.920926094055176,-0.7852981686592102
