Time,Sensor1,Sensor2,Sensor3
93419795,4.050759315490723,0.7953346371650696,8.448811531066895
93219702,2.585507869720459,0.31649428606033325,9.770411491394043
93019712,4.730712413787842,-0.3921893835067749,8.515849113464355
92819713,4.376370906829834,0.1441117823123932,7.749704837799072
92619877,3.53361177444458,-1.1104499101638794,8.74569320678711
92419745,5.563894748687744,0.42183917760849,8.74569320678711
92219703,4.510446071624756,1.398673415184021,6.667525768280029
92019720,3.705994129180908,2.097780227661133,8.104046821594238
91819711,5.209552764892578,0.9677171111106873,8.93722915649414
91619724,4.069912910461426,-1.3881772756576538,4.464860439300537
91419721,2.2215893268585205,-5.420012950897217,6.389798641204834
91219723,9.193504333496094,-10.0743408203125,3.4880261421203613
91019707,-0.009806649759411812,-9.25073528289795,-1.4919131994247437
90819720,5.16166877746582,-12.085470199584961,-2.1431360244750977
90619886,2.5280470848083496,-11.664090156555176,-0.10327628254890442
90419723,5.793737888336182,-9.662537574768066,-7.716837406158447
90219721,0.9766044020652771,-6.454308032989502,0.25106555223464966
90019722,-10.209105491638184,-14.32644271850586,3.7753303050994873
89819706,0.22003670036792755,-9.988149642944336,0.2606423497200012
89619721,-3.73518443107605,-9.040045738220215,-0.1511603146791458
89419710,0.5648017525672913,-9.384810447692871,2.501615047454834
89219707,2.2407429218292236,-8.963431358337402,-5.897243976593018
89019722,-1.1973305940628052,-6.099966049194336,2.09938907623291
88819718,-2.5285067558288574,-16.050268173217773,0.36598724126815796
88619721,1.484175205230713,-10.361644744873047,0.11699026823043823
88419721,-0.4216093122959137,-11.127789497375488,-0.1511603146791458
88219708,1.9151314496994019,-16.998371124267578,0.7969435453414917
88019716,2.9302728176116943,-6.607536792755127,-4.546914577484131
87819721,-1.5612492561340332,-5.391282081604004,1.2949374914169312
87619753,-1.973051905632019,-12.0184326171875,2.6835744380950928
87419722,1.0340652465820313,-10.964983940124512,-2.28678822517395
87219721,-1.446327567100525,-7.9387125968933105,2.961301803588867
87019732,2.317357301712036,-10.313760757446289,-1.1375713348388672
86819707,-1.1398698091506958,-19.430879592895508,-2.6507067680358887
86619703,-2.9690399169921875,-4.529369831085205,1.0842477083206177
86419711,2.671699047088623,-10.56275749206543,3.1049537658691406
86219724,2.690852642059326,-14.106176376342773,2.2238876819610596
86019721,-1.0728321075439453,-9.662537574768066,1.266206979751587
85819706,-0.852565586566925,-7.8525214195251465,-2.440016984939575
85619722,1.5799431800842285,-13.790141105651855,0.27979597449302673
85419717,-0.3066876530647278,-3.6770339012145996,-2.9571645259857178
85219724,2.0396299362182617,-13.1484956741333,1.0938245058059692
85019723,4.682828426361084,-12.372774124145508,2.673997640609741
84819714,-1.5612492561340332,-10.170108795166016,0.6628682613372803
84619724,-0.17261235415935516,-6.8373799324035645,-0.6012701988220215
84419726,5.171245574951172,-11.606629371643066,-4.096804618835449
84220240,0.3445352017879486,-6.281925201416016,-7.419956207275391
84019722,-0.5844150185585022,-9.44227123260498,-0.055392246693372726
83819724,4.903095245361328,-9.432694435119629,-0.6778846383094788
83619721,1.062795639038086,-8.905970573425293,-2.2293272018432617
83419723,1.503328800201416,-9.834920883178711,3.191145181655884
83219721,-1.4654812812805176,-1.934055209159851,4.0147504806518555
83020935,3.6772637367248535,-6.7511887550354,-7.017730712890625
82819716,0.3253815770149231,-7.287489891052246,1.2374765872955322
82619925,-5.545200824737549,-15.33200740814209,-1.1663018465042114
82419723,2.8823888301849365,-10.534027099609375,-0.3426964282989502
82219722,0.6988770365715027,-9.19327449798584,0.5862537622451782
82019721,-1.3122522830963135,-9.978572845458984,5.3842339515686035
81819722,1.7810561656951904,-8.245170593261719,-6.787887096405029
81619797,-0.23007319867610931,-6.272348403930664,1.1608622074127197
81419725,-5.583508014678955,-14.661630630493164,-0.03623863682150841
81219868,2.3365108966827393,-10.466989517211914,1.218322992324829
81019712,-0.3066876530647278,-8.781472206115723,1.9365835189819336
80819715,6.176810264587402,-16.174766540527344,3.717869520187378
80619725,1.9438618421554565,-9.49973201751709,-5.495018482208252
80419724,-1.091985821723938,-5.803084850311279,1.141708493232727
80219711,-3.2084600925445557,-13.13891887664795,0.05952942743897438
80019715,1.7619025707244873,-10.122224807739258,-1.0801105499267578
79819708,-2.078396797180176,-9.107083320617676,1.9748907089233398
79620241,5.085054397583008,-14.383903503417969,-1.6451420783996582
79419724,3.4378435611724854,-5.362551689147949,-4.518184185028076
79219711,-1.8964375257492065,-5.103978157043457,1.3523982763290405
79019713,0.5743785500526428,-13.502837181091309,1.4481663703918457
78819709,2.010899543762207,-10.850062370300293,-1.7026029825210571
78619716,-0.02896026335656643,-8.810202598571777,3.2677595615386963
78419723,-1.522942066192627,-7.105530738830566,-0.40015727281570435
78219713,2.1066675186157227,-19.593687057495117,-4.0680742263793945
78019719,-0.22049638628959656,-4.912442207336426,-2.3442490100860596
77819725,2.0396299362182617,-12.344043731689453,2.013197898864746
77619722,3.6772637367248535,-13.991254806518555,0.6628682613372803
77419717,-1.235637903213501,-9.279465675354004,1.6780097484588623
77219910,-1.1686002016067505,-6.607536792755127,-3.3402369022369385
77019718,-1.810246229171753,-19.593687057495117,-7.678530216217041
76819731,-1.6378637552261353,-3.734494924545288,-2.5645155906677246
76619740,0.2583439350128174,-12.401504516601563,0.356410413980484
76419738,6.205540657043457,-11.271441459655762,1.3811286687850952
76219738,-0.38330209255218506,-9.5571928024292,0.7682130932807922
76019740,-1.4080203771591187,-8.31220817565918,-1.4727596044540405
75819739,-1.6187101602554321,-7.718446254730225,1.0938245058059692
75619718,-0.36414849758148193,-4.605984210968018,-4.001036643981934
75419743,0.44988006353378296,-12.114200592041016,-1.1088409423828125
75219723,4.634944438934326,-11.309748649597168,-1.0609569549560547
75019744,0.47861048579216003,-10.50529670715332,0.17445111274719238
74819730,-0.6993367075920105,-8.570781707763672,1.1034013032913208
74619744,1.2256014347076416,-4.491062641143799,1.4577431678771973
74419737,1.8959778547286987,-6.9235711097717285,-9.086320877075195
74219739,-1.7144781351089478,-11.118212699890137,0.8639811873435974
74019742,7.067453384399414,-9.423117637634277,0.2414887547492981
73819748,1.1489869356155396,-9.19327449798584,-1.989907145500183
73619741,1.8193633556365967,-10.792601585388184,3.6316781044006348
73419752,-6.100655555725098,-0.9859513640403748,0.41387125849723816
73219703,3.1218090057373047,-7.890828609466553,-5.8780903816223145
73019941,0.44988006353378296,-7.680139064788818,1.0172101259231567
72819947,-3.3042280673980713,-14.307289123535156,-1.5493741035461426
72619752,1.733172059059143,-10.95540714263916,-0.6204238533973694
72419754,2.3939716815948486,-10.112648010253906,2.7123048305511475
72219741,-4.252331733703613,-4.37614107131958,5.920535087585449
